Statistical profiling result from v8.log, (98761 ticks, 525 unaccounted, 0 excluded).

 [Unknown]:
   ticks  total  nonlib   name
    525    0.5%

 [Shared libraries]:
   ticks  total  nonlib   name
    188    0.2%    0.2%  v8::internal::Runtime_NewClosure(int, v8::internal::Object**, v8::internal::Isolate*)
    187    0.2%    0.2%  v8::internal::StoreBuffer::IteratePointersToNewSpace(void (*)(v8::internal::HeapObject**, v8::internal::HeapObject*))
    182    0.2%    0.2%  v8::internal::LoadIC::Load(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Name>)
    177    0.2%    0.2%  _init
    175    0.2%    0.2%  v8::internal::UpdatePrototypeUserRegistration(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Map>, v8::internal::Isolate*)
    173    0.2%    0.2%  v8::internal::JSObject::HasRealNamedProperty(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Name>)
    173    0.2%    0.2%  v8::internal::HashTable<v8::internal::SeededNumberDictionary, v8::internal::SeededNumberDictionaryShape, unsigned int>::FindEntry(v8::internal::Isolate*, unsigned int)
    168    0.2%    0.2%  v8::Value::IsExternal() const
    167    0.2%    0.2%  v8::internal::TypeImpl<v8::internal::HeapTypeConfig>::BitsetType::Lub(v8::internal::Map*)
    165    0.2%    0.2%  v8::internal::TransitionArray::SearchDetails(int, v8::internal::PropertyKind, PropertyAttributes, int*)
    164    0.2%    0.2%  v8::internal::LookupIterator::WriteDataValue(v8::internal::Handle<v8::internal::Object>)
    159    0.2%    0.2%  operator new(unsigned long)
    158    0.2%    0.2%  v8::internal::FastCloneShallowArrayStub::InitializeDescriptor(v8::internal::CodeStubDescriptor*)
    158    0.2%    0.2%  fflush
    155    0.2%    0.2%  v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
    155    0.2%    0.2%  v8::internal::JSDate::SetValue(v8::internal::Object*, bool)
    154    0.2%    0.2%  v8::internal::MarkCompactWeakObjectRetainer::RetainAs(v8::internal::Object*)
    153    0.2%    0.2%  v8::internal::Runtime_HasOwnProperty(int, v8::internal::Object**, v8::internal::Isolate*)
    153    0.2%    0.2%  v8::internal::Object::GetPropertyWithDefinedGetter(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::JSReceiver>)
    152    0.2%    0.2%  v8::internal::String::SlowEquals(v8::internal::String*)
    152    0.2%    0.2%  v8::internal::Runtime::CreateArrayLiteralBoilerplate(v8::internal::Isolate*, v8::internal::Handle<v8::internal::FixedArray>, v8::internal::Handle<v8::internal::FixedArray>, bool)
    152    0.2%    0.2%  v8::internal::Heap::Allocate(v8::internal::Map*, v8::internal::AllocationSpace, v8::internal::AllocationSite*)
    151    0.2%    0.2%  v8::internal::NameDictionaryBase<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::FindEntry(v8::internal::Handle<v8::internal::Name>)
    151    0.2%    0.2%  v8::internal::Heap::AllocateFixedArrayWithFiller(int, v8::internal::PretenureFlag, v8::internal::Object*)
    150    0.2%    0.2%  v8::internal::LookupIterator::GetDataValue() const
    150    0.2%    0.2%  v8::internal::HashTable<v8::internal::UnseededNumberDictionary, v8::internal::UnseededNumberDictionaryShape, unsigned int>::FindEntry(v8::internal::Isolate*, unsigned int)
    147    0.1%    0.2%  __GI___pthread_mutex_unlock
    146    0.1%    0.2%  v8::internal::Runtime_DateCurrentTime(int, v8::internal::Object**, v8::internal::Isolate*)
    145    0.1%    0.2%  v8::internal::JSObject::SetOwnPropertyIgnoreAttributes(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, PropertyAttributes, v8::internal::JSObject::ExecutableAccessorInfoHandling)
    145    0.1%    0.2%  v8::internal::Factory::NewFunctionFromSharedFunctionInfo(v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Context>, v8::internal::PretenureFlag)
    143    0.1%    0.2%  v8::internal::Runtime_DateSetValue(int, v8::internal::Object**, v8::internal::Isolate*)
    141    0.1%    0.2%  v8::internal::Factory::InitializeFunction(v8::internal::Handle<v8::internal::JSFunction>, v8::internal::Handle<v8::internal::SharedFunctionInfo>, v8::internal::Handle<v8::internal::Context>)
    140    0.1%    0.2%  v8::internal::Runtime_CreateArrayLiteralStubBailout(int, v8::internal::Object**, v8::internal::Isolate*)
    140    0.1%    0.2%  v8::internal::Heap::AllocateHeapNumber(double, v8::internal::MutableMode, v8::internal::PretenureFlag)
    139    0.1%    0.2%  v8::internal::Map::TransitionToDataProperty(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, PropertyAttributes, v8::internal::Object::StoreFromKeyed)
    139    0.1%    0.2%  _IO_file_write
    138    0.1%    0.2%  v8::internal::SaveContext::SaveContext(v8::internal::Isolate*)
    137    0.1%    0.1%  v8::internal::Factory::ObjectLiteralMapFromCache(v8::internal::Handle<v8::internal::Context>, int, bool, bool*)
    136    0.1%    0.1%  v8::internal::LookupIterator::IsIntegerIndexedExotic(v8::internal::JSReceiver*)
    135    0.1%    0.1%  v8::internal::TypeImpl<v8::internal::HeapTypeConfig>::Contains(v8::internal::Object*)
    134    0.1%    0.1%  v8::internal::Runtime_TypedArrayGetBuffer(int, v8::internal::Object**, v8::internal::Isolate*)
    131    0.1%    0.1%  v8::internal::Map::GeneralizeFieldType(v8::internal::Handle<v8::internal::Map>, int, v8::internal::Representation, v8::internal::Handle<v8::internal::TypeImpl<v8::internal::HeapTypeConfig> >)
    130    0.1%    0.1%  v8::internal::Object::AddDataProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, PropertyAttributes, v8::internal::LanguageMode, v8::internal::Object::StoreFromKeyed)
    129    0.1%    0.1%  v8::internal::TranslationIterator::Next()
    129    0.1%    0.1%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::GetEntryForIndex(v8::internal::JSObject*, v8::internal::FixedArrayBase*, unsigned int)
    128    0.1%    0.1%  v8::internal::Object::GetProperty(v8::internal::LookupIterator*, v8::internal::LanguageMode)
    128    0.1%    0.1%  v8::internal::JSTypedArray::type()
    127    0.1%    0.1%  v8::internal::StubCache::Set(v8::internal::Name*, v8::internal::Map*, v8::internal::Code*)
    127    0.1%    0.1%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::Get(v8::internal::Handle<v8::internal::JSObject>, unsigned int, v8::internal::Handle<v8::internal::FixedArrayBase>)
    125    0.1%    0.1%  v8::internal::Runtime::SetObjectProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode)
    125    0.1%    0.1%  v8::internal::Map::InstancesNeedRewriting(v8::internal::Map*, int, int, int, int*)
    125    0.1%    0.1%  v8::internal::Isolate::IsInternallyUsedPropertyName(v8::internal::Handle<v8::internal::Object>)
    125    0.1%    0.1%  v8::internal::IC::IC(v8::internal::IC::FrameDepth, v8::internal::Isolate*, v8::internal::FeedbackNexus*, bool)
    125    0.1%    0.1%  v8::internal::HeapTypeConfig::is_struct(v8::internal::TypeImpl<v8::internal::HeapTypeConfig>*, int) [clone .constprop.85]
    124    0.1%    0.1%  _IO_do_write
    120    0.1%    0.1%  v8::internal::Log::MessageBuilder::WriteToLogFile()
    119    0.1%    0.1%  v8::internal::PagedSpace::AllocateRawUnaligned(int)
    118    0.1%    0.1%  v8::internal::IC::UpdateState(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
    118    0.1%    0.1%  v8::internal::Deoptimizer::DoComputeOutputFrames()
    117    0.1%    0.1%  v8::internal::DoubleToRadixCString(double, int)
    117    0.1%    0.1%  node::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
    116    0.1%    0.1%  v8::internal::StubFailureTrampolineStub::MajorKey() const
    115    0.1%    0.1%  v8::internal::Map::IsUnboxedDoubleField(v8::internal::FieldIndex)
    115    0.1%    0.1%  int v8::internal::Search<(v8::internal::SearchMode)1, v8::internal::DescriptorArray>(v8::internal::DescriptorArray*, v8::internal::Name*, int, int*)
    112    0.1%    0.1%  v8::internal::LookupIterator::PrepareTransitionToDataProperty(v8::internal::Handle<v8::internal::Object>, PropertyAttributes, v8::internal::Object::StoreFromKeyed)
    112    0.1%    0.1%  v8::base::Time::ToJsTime() const
    111    0.1%    0.1%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::DictionaryElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)6> >::GetEntryForIndex(v8::internal::JSObject*, v8::internal::FixedArrayBase*, unsigned int)
    108    0.1%    0.1%  v8::internal::Heap::CopyJSObject(v8::internal::JSObject*, v8::internal::AllocationSite*)
    107    0.1%    0.1%  v8::internal::Factory::NewHeapNumber(double, v8::internal::MutableMode, v8::internal::PretenureFlag)
    106    0.1%    0.1%  v8::internal::Factory::NewUninitializedFixedArray(int)
    105    0.1%    0.1%  v8::internal::TranslatedState::CreateNextTranslatedValue(int, int, v8::internal::TranslationIterator*, v8::internal::FixedArray*, unsigned char*, v8::internal::RegisterValues*, _IO_FILE*)
    104    0.1%    0.1%  bool v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::LoggingAndProfiling)0>::SemiSpaceCopyObject<(v8::internal::AllocationAlignment)0>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*, int)
    103    0.1%    0.1%  v8::internal::Runtime_SetPrototype(int, v8::internal::Object**, v8::internal::Isolate*)
    102    0.1%    0.1%  v8::internal::StoreBuffer::StoreBufferOverflow(v8::internal::Isolate*)
    102    0.1%    0.1%  v8::internal::Logger::CurrentTimeEvent()
    101    0.1%    0.1%  v8::internal::Isolate::UpdateArrayProtectorOnSetElement(v8::internal::Handle<v8::internal::JSObject>)
    101    0.1%    0.1%  v8::internal::CreateArrayLiteralImpl(v8::internal::Isolate*, v8::internal::Handle<v8::internal::FixedArray>, int, v8::internal::Handle<v8::internal::FixedArray>, int)
    101    0.1%    0.1%  node::crypto::Hash::New(v8::FunctionCallbackInfo<v8::Value> const&)
     99    0.1%    0.1%  v8::internal::AllocationSiteCreationContext::ExitScope(v8::internal::Handle<v8::internal::AllocationSite>, v8::internal::Handle<v8::internal::JSObject>)
     99    0.1%    0.1%  __vsnprintf_chk
     98    0.1%    0.1%  v8::internal::Object::GetRootMap(v8::internal::Isolate*)
     94    0.1%    0.1%  operator delete(void*)
     94    0.1%    0.1%  _IO_file_sync
     93    0.1%    0.1%  v8::internal::Representation::generalize(v8::internal::Representation)
     93    0.1%    0.1%  v8::internal::Map::TransitionElementsTo(v8::internal::Handle<v8::internal::Map>, v8::internal::ElementsKind)
     91    0.1%    0.1%  v8::internal::Runtime_NumberToInteger(int, v8::internal::Object**, v8::internal::Isolate*)
     91    0.1%    0.1%  v8::internal::JSObject::HasFastProperties()
     91    0.1%    0.1%  v8::internal::Heap::RegisterNewArrayBuffer(bool, void*, unsigned long)
     91    0.1%    0.1%  v8::internal::Accessors::FunctionNameSetter(v8::Local<v8::Name>, v8::Local<v8::Value>, v8::PropertyCallbackInfo<void> const&)
     88    0.1%    0.1%  v8::internal::Runtime_NumberMul(int, v8::internal::Object**, v8::internal::Isolate*)
     87    0.1%    0.1%  v8::internal::IncrementalMarkingMarkingVisitor::VisitFixedArrayIncremental(v8::internal::Map*, v8::internal::HeapObject*)
     87    0.1%    0.1%  syscall
     85    0.1%    0.1%  v8::internal::VSNPrintF(v8::internal::Vector<char>, char const*, __va_list_tag*)
     83    0.1%    0.1%  v8::internal::Isolate::IsFastArrayConstructorPrototypeChainIntact()
     83    0.1%    0.1%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastPackedObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)2> >::CopyElements(v8::internal::Handle<v8::internal::FixedArrayBase>, unsigned int, v8::internal::ElementsKind, v8::internal::Handle<v8::internal::FixedArrayBase>, unsigned int, int)
     82    0.1%    0.1%  v8::internal::JSObject::TransitionElementsKind(v8::internal::Handle<v8::internal::JSObject>, v8::internal::ElementsKind)
     82    0.1%    0.1%  v8::internal::JSObject::FastPropertyAtPut(v8::internal::FieldIndex, v8::internal::Object*)
     82    0.1%    0.1%  v8::internal::CodeStub::Dispatch(v8::internal::Isolate*, unsigned int, void**, void (*)(v8::internal::CodeStub*, void**))
     82    0.1%    0.1%  socket
     79    0.1%    0.1%  v8::internal::KeyedLoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
     75    0.1%    0.1%  v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
     73    0.1%    0.1%  void node::StreamBase::JSMethod<node::StreamWrap, &(int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
     73    0.1%    0.1%  v8::internal::FlexibleBodyVisitor<v8::internal::NewSpaceScavenger, v8::internal::FixedArray::BodyDescriptor, int>::Visit(v8::internal::Map*, v8::internal::HeapObject*)
     72    0.1%    0.1%  v8::internal::JSArray::WouldChangeReadOnlyLength(v8::internal::Handle<v8::internal::JSArray>, unsigned int)
     72    0.1%    0.1%  __clock_gettime
     71    0.1%    0.1%  v8::internal::Factory::NewJSObjectFromMap(v8::internal::Handle<v8::internal::Map>, v8::internal::PretenureFlag, bool, v8::internal::Handle<v8::internal::AllocationSite>) [clone .constprop.141]
     71    0.1%    0.1%  v8::Value::Int32Value() const
     70    0.1%    0.1%  v8::internal::JSObject::DefineOwnPropertyIgnoreAttributes(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, PropertyAttributes, v8::internal::JSObject::ExecutableAccessorInfoHandling)
     69    0.1%    0.1%  v8::internal::Deoptimizer::CopyDoubleRegisters(v8::internal::FrameDescription*)
     69    0.1%    0.1%  strchrnul
     68    0.1%    0.1%  v8::internal::Heap::IterateAndMarkPointersToFromSpace(bool, unsigned char*, unsigned char*, void (*)(v8::internal::HeapObject**, v8::internal::HeapObject*))
     68    0.1%    0.1%  v8::internal::Heap::AllocateJSObjectFromMap(v8::internal::Map*, v8::internal::PretenureFlag, bool, v8::internal::AllocationSite*)
     68    0.1%    0.1%  v8::internal::DependentCode::GroupStartIndexes::Recompute(v8::internal::DependentCode*)
     67    0.1%    0.1%  v8::internal::StoreBuffer::Compact()
     67    0.1%    0.1%  v8::internal::Log::MessageBuilder::MessageBuilder(v8::internal::Log*)
     67    0.1%    0.1%  v8::internal::Deoptimizer::Deoptimizer(v8::internal::Isolate*, v8::internal::JSFunction*, v8::internal::Deoptimizer::BailoutType, unsigned int, unsigned char*, int, v8::internal::Code*)
     65    0.1%    0.1%  v8::internal::Heap::DoScavenge(v8::internal::ObjectVisitor*, unsigned char*)
     62    0.1%    0.1%  v8::internal::StringComparator::State::Init(v8::internal::String*)
     61    0.1%    0.1%  v8::internal::TypeImpl<v8::internal::HeapTypeConfig>::IsInteger(v8::internal::Object*)
     61    0.1%    0.1%  v8::internal::TranslatedValue::GetRawValue() const
     60    0.1%    0.1%  v8::internal::TypeImpl<v8::internal::HeapTypeConfig>::BitsetType::Lub(v8::internal::Object*)
     60    0.1%    0.1%  v8::internal::TranslatedState::CreateNextTranslatedFrame(v8::internal::TranslationIterator*, v8::internal::FixedArray*, unsigned char*, v8::internal::JSFunction*, _IO_FILE*)
     59    0.1%    0.1%  v8::internal::EvacuationWeakObjectRetainer::RetainAs(v8::internal::Object*)
     58    0.1%    0.1%  v8::internal::TranslatedFrame::AdvanceIterator(std::_Deque_iterator<v8::internal::TranslatedValue, v8::internal::TranslatedValue&, v8::internal::TranslatedValue*>*)
     58    0.1%    0.1%  v8::internal::JSFunction::EnsureHasInitialMap(v8::internal::Handle<v8::internal::JSFunction>)
     58    0.1%    0.1%  v8::internal::Handle<v8::internal::AllocationSite> v8::internal::Factory::New<v8::internal::AllocationSite>(v8::internal::Handle<v8::internal::Map>, v8::internal::AllocationSpace)
     57    0.1%    0.1%  v8::internal::Object** v8::internal::HandleScope::CreateHandle<v8::internal::Object>(v8::internal::Isolate*, v8::internal::Object*)
     57    0.1%    0.1%  v8::internal::Isolate::get_initial_js_array_map(v8::internal::ElementsKind, v8::internal::Strength)
     57    0.1%    0.1%  v8::internal::HeapObject::synchronized_set_map(v8::internal::Map*)
     56    0.1%    0.1%  v8::internal::CodeStub::FindCodeInCache(v8::internal::Code**)
     56    0.1%    0.1%  v8::internal::AllocationSiteCreationContext::EnterNewScope()
     56    0.1%    0.1%  v8::External::Value() const
     55    0.1%    0.1%  v8::internal::Map::NumberOfFields()
     55    0.1%    0.1%  v8::internal::HandleScope::~HandleScope()
     55    0.1%    0.1%  v8::ArrayBuffer::GetContents()
     54    0.1%    0.1%  v8::internal::IsMoreGeneralElementsKindTransition(v8::internal::ElementsKind, v8::internal::ElementsKind)
     54    0.1%    0.1%  v8::internal::Factory::CopyFixedArray(v8::internal::Handle<v8::internal::FixedArray>)
     54    0.1%    0.1%  v8::base::OS::VSNPrintF(char*, int, char const*, __va_list_tag*)
     52    0.1%    0.1%  v8::internal::PerIsolateAssertScope<(v8::internal::PerIsolateAssertType)0, true>::IsAllowed(v8::internal::Isolate*)
     52    0.1%    0.1%  node::TCPWrap::New(v8::FunctionCallbackInfo<v8::Value> const&)
     51    0.1%    0.1%  v8::internal::TypeImpl<v8::internal::HeapTypeConfig>::BitsetType::Lub(v8::internal::TypeImpl<v8::internal::HeapTypeConfig>*)
